 
0.0000 0
0.0296 0.00176667
0.0593 0.00343333
0.0889 0.0052
0.1185 0.00693333
0.1482 0.0087
0.1778 0.0104667
0.2074 0.0122333
0.2370 0.0140667
0.2667 0.0158333
0.2963 0.0176667
0.3259 0.0195333
0.3556 0.0214333
0.3852 0.0233667
0.4148 0.0253
0.4445 0.0273
0.4741 0.0293
0.5037 0.0314
0.5334 0.0335667
0.5630 0.0357333
0.5926 0.0379
0.6223 0.0402333
0.6519 0.0426333
0.6815 0.0450667
0.7111 0.0475667
0.7408 0.0502333
0.7704 0.0529667
0.8000 0.0557667
0.8297 0.0587333
0.8593 0.0618
0.8889 0.065
0.9186 0.0683667
0.9482 0.0719667
0.9778 0.0757333
1.0075 0.0796333
1.0371 0.0838333
1.0667 0.0883
1.0964 0.0930333
1.1260 0.0981667
1.1556 0.103667
1.1852 0.109533
1.2149 0.115933
1.2445 0.122933
1.2741 0.130567
1.3038 0.139
1.3334 0.148367
1.3630 0.158767
1.3927 0.170533
1.4223 0.183833
1.4519 0.199133
1.4816 0.2168
1.5112 0.237567
1.5408 0.2622
1.5705 0.291967
1.6001 0.328533
1.6297 0.374267
1.6593 0.4328
1.6890 0.509367
1.7186 0.611967
1.7482 0.752367
1.7779 0.9466
1.8075 1.21117
1.8371 1.54557
1.8668 1.895
1.8964 2.1315
1.9260 2.13133
1.9557 1.91063
1.9853 1.61543
2.0149 1.37113
2.0446 1.21863
2.0742 1.1501
2.1038 1.1397
2.1334 1.1582
2.1631 1.18427
2.1927 1.19903
2.2223 1.1801
2.2520 1.12883
2.2816 1.0789
2.3112 1.06217
2.3409 1.08953
2.3705 1.15973
2.4001 1.2705
2.4298 1.42703
2.4594 1.64247
2.4890 1.93873
2.5187 2.35103
2.5483 2.9215
2.5779 3.65707
2.6075 4.43973
2.6372 4.99493
2.6668 5.14873
2.6964 5.0527
2.7261 4.898
2.7557 4.71247
2.7853 4.47627
2.8150 4.2061
2.8446 3.918
2.8742 3.5803
2.9039 3.18973
2.9335 2.81733
2.9631 2.53587
2.9928 2.36847
3.0224 2.3082
3.0520 2.33687
3.0816 2.43297
3.1113 2.58583
3.1409 2.78747
3.1705 3.0068
3.2002 3.1933
3.2298 3.2953
3.2594 3.296
3.2891 3.23657
3.3187 3.1859
3.3483 3.1907
3.3780 3.2671
3.4076 3.413
3.4372 3.6106
3.4669 3.81873
3.4965 3.994
3.5261 4.1236
3.5557 4.22793
3.5854 4.35227
3.6150 4.55113
3.6446 4.85683
3.6743 5.25137
3.7039 5.65507
3.7335 5.98987
3.7632 6.25017
3.7928 6.47263
3.8224 6.65903
3.8521 6.76857
3.8817 6.81883
3.9113 6.89397
3.9410 6.99963
3.9706 7.0653
4.0002 7.08537
4.0298 7.0988
4.0595 7.12223
4.0891 7.15203
4.1187 7.14767
4.1484 7.056
4.1780 6.88387
4.2076 6.69247
4.2373 6.55543
4.2669 6.50167
4.2965 6.49123
4.3262 6.49057
4.3558 6.52717
4.3854 6.62957
4.4151 6.7562
4.4447 6.81053
4.4743 6.72787
4.5039 6.53557
4.5336 6.31367
4.5632 6.1411
4.5928 6.05753
4.6225 6.04973
4.6521 6.0811
4.6817 6.11047
4.7114 6.1149
4.7410 6.08487
4.7706 6.02157
4.8003 5.95253
4.8299 5.89677
4.8595 5.83497
4.8891 5.74917
4.9188 5.6564
4.9484 5.5787
4.9780 5.50123
5.0077 5.391
5.0373 5.24343
5.0669 5.07153
5.0966 4.8974
5.1262 4.75203
5.1558 4.6518
5.1855 4.58627
5.2151 4.52893
5.2447 4.44767
5.2744 4.3293
5.3040 4.19323
5.3336 4.0739
5.3632 4.0027
5.3929 3.99707
5.4225 4.0501
5.4521 4.1381
5.4818 4.23587
5.5114 4.32103
5.5410 4.3767
5.5707 4.39817
5.6003 4.38993
5.6299 4.3541
5.6596 4.27813
5.6892 4.15253
5.7188 3.9995
5.7485 3.8567
5.7781 3.7365
5.8077 3.61763
5.8373 3.48617
5.8670 3.36697
5.8966 3.29883
5.9262 3.28997
5.9559 3.3081
5.9855 3.30707
6.0151 3.2665
6.0448 3.20577
6.0744 3.1597
6.1040 3.14707
6.1337 3.16113
6.1633 3.17883
6.1929 3.17943
6.2226 3.15777
6.2522 3.11697
6.2818 3.05967
6.3114 2.98973
6.3411 2.91297
6.3707 2.83757
6.4003 2.77373
6.4300 2.73683
6.4596 2.74617
6.4892 2.81003
6.5189 2.9193
6.5485 3.05497
6.5781 3.19697
6.6078 3.3219
6.6374 3.40973
6.6670 3.46123
6.6967 3.4934
6.7263 3.52647
6.7559 3.56413
6.7855 3.5811
6.8152 3.55587
6.8448 3.5022
6.8744 3.4488
6.9041 3.41367
6.9337 3.4118
6.9633 3.46903
6.9930 3.59707
7.0226 3.7639
7.0522 3.92223
7.0819 4.0562
7.1115 4.17267
7.1411 4.26507
7.1708 4.3039
7.2004 4.2627
7.2300 4.16117
7.2596 4.04607
7.2893 3.95157
7.3189 3.8942
7.3485 3.87313
7.3782 3.87667
7.4078 3.89397
7.4374 3.91327
7.4671 3.9293
7.4967 3.95373
7.5263 4.00107
7.5560 4.0632
7.5856 4.10877
7.6152 4.1028
7.6449 4.03497
7.6745 3.9198
7.7041 3.77437
7.7337 3.61057
7.7634 3.4472
7.7930 3.31537
7.8226 3.23513
7.8523 3.2048
7.8819 3.21577
7.9115 3.24937
7.9412 3.27717
7.9708 3.28843
8.0004 3.2897
8.0301 3.27033
8.0597 3.2116
8.0893 3.11587
8.1190 3.01043
8.1486 2.9222
8.1782 2.85677
8.2078 2.80043
8.2375 2.74553
8.2671 2.70853
8.2967 2.71123
8.3264 2.7527
8.3560 2.81577
8.3856 2.89653
8.4153 2.99473
8.4449 3.09163
8.4745 3.15787
8.5042 3.18143
8.5338 3.17557
8.5634 3.1586
8.5931 3.1423
8.6227 3.1344
8.6523 3.1368
8.6819 3.14453
8.7116 3.1491
8.7412 3.14153
8.7708 3.12393
8.8005 3.1118
8.8301 3.11497
8.8597 3.12307
8.8894 3.11393
8.9190 3.07747
8.9486 3.02517
8.9783 2.9692
9.0079 2.91567
9.0375 2.8737
9.0672 2.85543
9.0968 2.8663
9.1264 2.8965
9.1560 2.92263
9.1857 2.92463
9.2153 2.90123
9.2449 2.86803
9.2746 2.84653
9.3042 2.84857
9.3338 2.8672
9.3635 2.8889
9.3931 2.90773
9.4227 2.92087
9.4524 2.92377
9.4820 2.91187
9.5116 2.8922
9.5413 2.87607
9.5709 2.85853
9.6005 2.82673
9.6301 2.77593
9.6598 2.70217
9.6894 2.60403
9.7190 2.49203
9.7487 2.38257
9.7783 2.2824
9.8079 2.188
9.8376 2.09837
9.8672 2.02073
9.8968 1.96373
9.9265 1.92853
9.9561 1.90947
9.9857 1.89787
10.0153 1.8884
10.0450 1.8837
10.0746 1.8891
10.1042 1.9029
10.1339 1.9133
10.1635 1.90437
10.1931 1.87233
10.2228 1.82893
10.2524 1.79077
10.2820 1.76407
10.3117 1.74153
10.3413 1.72023
10.3709 1.70733
10.4006 1.7079
10.4302 1.71977
10.4598 1.73253
10.4894 1.7349
10.5191 1.7261
10.5487 1.7161
10.5783 1.71277
10.6080 1.71007
10.6376 1.69927
10.6672 1.68433
10.6969 1.6752
10.7265 1.67383
10.7561 1.67407
10.7858 1.67127
10.8154 1.66603
10.8450 1.6561
10.8747 1.63697
10.9043 1.6103
10.9339 1.583
10.9635 1.5583
10.9932 1.53527
11.0228 1.51507
11.0524 1.49877
11.0821 1.48373
11.1117 1.46863
11.1413 1.45343
11.1710 1.43827
11.2006 1.42623
11.2302 1.42037
11.2599 1.42157
11.2895 1.4273
11.3191 1.43093
11.3488 1.42757
11.3784 1.4163
11.4080 1.3969
11.4376 1.36943
11.4673 1.3395
11.4969 1.31563
11.5265 1.29847
11.5562 1.27973
11.5858 1.25377
11.6154 1.22347
11.6451 1.19487
11.6747 1.17093
11.7043 1.15033
11.7340 1.12957
11.7636 1.10773
11.7932 1.087
11.8229 1.0692
11.8525 1.05653
11.8821 1.05097
11.9117 1.04947
11.9414 1.04543
11.9710 1.03507
12.0006 1.01847
12.0303 0.998667
12.0599 0.979533
12.0895 0.960533
12.1192 0.936333
12.1488 0.905
12.1784 0.869433
12.2081 0.834267
12.2377 0.8035
12.2673 0.7798
12.2970 0.7625
12.3266 0.747933
12.3562 0.733133
12.3858 0.7192
12.4155 0.708433
12.4451 0.701367
12.4747 0.698133
12.5044 0.698933
12.5340 0.7029
12.5636 0.7078
12.5933 0.709667
12.6229 0.704767
12.6525 0.693267
12.6822 0.679067
12.7118 0.666333
12.7414 0.6569
12.7711 0.650633
12.8007 0.646733
12.8303 0.644767
12.8599 0.6439
12.8896 0.642167
12.9192 0.636733
12.9488 0.627067
12.9785 0.614633
13.0081 0.600333
13.0377 0.5858
13.0674 0.573
13.0970 0.564
13.1266 0.560667
13.1563 0.563033
13.1859 0.568033
13.2155 0.5725
13.2452 0.575033
13.2748 0.574
13.3044 0.5675
13.3340 0.556067
13.3637 0.5437
13.3933 0.534033
13.4229 0.5277
13.4526 0.523867
13.4822 0.5208
13.5118 0.5171
13.5415 0.5126
13.5711 0.509
13.6007 0.507067
13.6304 0.506067
13.6600 0.505167
13.6896 0.504033
13.7193 0.502167
13.7489 0.499267
13.7785 0.4957
13.8081 0.491667
13.8378 0.486633
13.8674 0.479967
13.8970 0.4729
13.9267 0.468767
13.9563 0.469033
13.9859 0.471433
14.0156 0.472133
14.0452 0.469433
14.0748 0.4656
14.1045 0.463433
14.1341 0.463533
14.1637 0.464767
14.1934 0.4665
14.2230 0.467867
14.2526 0.4694
14.2822 0.4736
14.3119 0.481633
14.3415 0.491533
14.3711 0.500767
14.4008 0.5068
14.4304 0.5063
14.4600 0.498567
14.4897 0.488033
14.5193 0.4793
14.5489 0.474233
14.5786 0.4733
14.6082 0.4764
14.6378 0.482567
14.6674 0.490167
14.6971 0.497033
14.7267 0.502167
14.7563 0.505433
14.7860 0.507267
14.8156 0.507567
14.8452 0.506
14.8749 0.502533
14.9045 0.497533
14.9341 0.492233
14.9638 0.4887
14.9934 0.487633
15.0230 0.4886
15.0527 0.491167
15.0823 0.4945
15.1119 0.497533
15.1415 0.500033
15.1712 0.5017
15.2008 0.502133
15.2304 0.500833
15.2601 0.4982
15.2897 0.495833
15.3193 0.494767
15.3490 0.495967
15.3786 0.499967
15.4082 0.504167
15.4379 0.504567
15.4675 0.4997
15.4971 0.491933
15.5268 0.483967
15.5564 0.477567
15.5860 0.472933
15.6156 0.469467
15.6453 0.466267
15.6749 0.462933
15.7045 0.459467
15.7342 0.456233
